batch,sim_id,rank_in_r0,rho_r0,rank_in_migidx,rho_migidx,rank_in_pop,rho_pop
batch_12,146,2,0.1398601398601399,1,0.9020979020979022,8,0.6643356643356644
batch_12,147,6,0.027972027972027972,1,0.5454545454545455,2,0.7692307692307694
batch_12,148,4,0.20979020979020982,3,0.7622377622377624,2,0.7202797202797203
batch_12,149,2,0.41958041958041964,4,0.6013986013986015,2,0.5384615384615385
batch_12,14,1,-0.18181818181818185,6,0.5314685314685316,1,0.6923076923076924
batch_12,150,1,0.1958041958041958,1,0.7412587412587414,5,0.18881118881118883
batch_12,151,9,-0.1398601398601399,1,0.7692307692307694,9,0.4895104895104896
batch_12,152,5,0.8741258741258742,1,0.7902097902097903,2,0.43356643356643365
batch_12,153,1,0.6153846153846154,1,0.41958041958041964,3,0.7832167832167832
batch_12,154,3,0.4265734265734266,1,0.5944055944055945,6,0.49650349650349657
batch_12,155,4,-0.4125874125874127,2,0.49650349650349657,7,0.5944055944055945
batch_12,156,4,0.08391608391608392,1,0.6993006993006995,6,0.5664335664335665
batch_12,157,6,-0.3706293706293707,5,0.6923076923076924,2,0.8671328671328673
batch_12,158,4,0.6363636363636365,5,0.46153846153846156,2,0.06293706293706294
batch_12,159,6,-0.2937062937062937,1,0.9440559440559443,8,0.5384615384615385
batch_12,15,9,0.3846153846153847,1,0.8391608391608393,5,0.6573426573426573
batch_12,160,6,0.06293706293706294,2,0.7482517482517484,4,0.4825174825174825
batch_12,161,2,0.3076923076923077,2,0.6573426573426573,1,0.8321678321678322
batch_12,162,1,0.7692307692307694,9,0.18881118881118883,3,0.22377622377622378
batch_12,163,12,-0.6363636363636365,5,0.6993006993006995,2,0.7412587412587414
batch_12,164,6,-0.32867132867132864,4,0.6643356643356644,1,0.5454545454545455
batch_12,165,10,0.11188811188811189,2,0.6713286713286714,1,0.5384615384615385
batch_12,166,7,-0.2377622377622378,1,0.8041958041958043,3,0.8461538461538463
batch_12,167,2,0.3636363636363637,2,0.6083916083916086,2,0.6783216783216784
batch_12,168,6,0.1258741258741259,1,0.8811188811188813,3,0.7412587412587414
batch_12,169,10,0.4685314685314686,1,0.9090909090909092,3,0.2657342657342658
batch_12,16,1,0.22377622377622378,1,0.6993006993006995,6,0.5104895104895105
batch_12,170,5,0.44055944055944063,1,0.6573426573426573,9,0.3846153846153847
batch_12,171,3,0.4825174825174825,1,0.7272727272727274,8,0.6503496503496504
batch_12,172,5,-0.04195804195804196,1,0.5804195804195805,3,0.5524475524475525
batch_12,173,5,0.4895104895104896,4,0.6013986013986015,1,0.5034965034965035
batch_12,174,6,0.18181818181818185,3,0.6643356643356644,1,0.6293706293706295
batch_12,175,5,0.7692307692307694,12,-0.34965034965034975,1,0.3216783216783217
batch_12,176,7,0.21678321678321683,3,0.7622377622377624,2,0.6293706293706295
batch_12,177,2,0.4825174825174825,4,0.5104895104895105,5,0.2937062937062937
batch_12,178,2,-0.04195804195804196,3,0.5524475524475525,7,0.2447552447552448
batch_12,179,6,0.02097902097902098,3,0.6713286713286714,2,0.7902097902097903
batch_12,17,2,0.7972027972027973,3,0.02097902097902098,1,0.08391608391608392
batch_12,180,7,0.2797202797202798,4,0.5524475524475525,5,0.2657342657342658
batch_12,181,8,-0.32867132867132864,6,0.4545454545454546,1,0.7482517482517484
batch_12,182,10,0.18881118881118883,2,0.4825174825174825,1,0.6923076923076924
batch_12,183,8,0.5944055944055945,1,0.41958041958041964,3,0.0979020979020979
batch_12,184,7,0.41958041958041964,1,0.5244755244755246,8,0.6643356643356644
batch_12,185,1,0.6363636363636365,3,0.7062937062937064,3,0.7342657342657343
batch_12,186,8,-0.1958041958041958,2,0.8321678321678322,1,0.8951048951048951
batch_12,187,1,0.16783216783216784,2,0.7832167832167832,7,0.39860139860139865
batch_12,188,4,0.0,3,0.49650349650349657,1,0.7902097902097903
batch_12,189,6,-0.04895104895104895,1,0.7622377622377624,3,0.8041958041958043
batch_12,18,2,0.0979020979020979,1,0.22377622377622378,8,0.6223776223776225
batch_12,190,5,0.6503496503496504,2,0.5734265734265735,4,0.1398601398601399
batch_12,191,9,0.20979020979020982,2,0.6433566433566434,7,0.21678321678321683
batch_12,192,6,0.027972027972027972,2,0.7412587412587414,3,0.3636363636363637
batch_12,193,12,-0.055944055944055944,1,0.8251748251748254,2,0.4545454545454546
batch_12,194,8,0.17482517482517487,1,0.8391608391608393,5,0.8041958041958043
batch_12,195,4,0.21678321678321683,3,0.7552447552447553,3,0.39860139860139865
batch_12,196,2,0.7972027972027973,1,0.2447552447552448,2,0.5594405594405596
batch_12,197,2,0.6223776223776225,1,0.8251748251748254,1,0.5384615384615385
batch_12,198,3,0.5734265734265735,2,0.5104895104895105,6,0.034965034965034975
batch_12,199,3,-0.21678321678321683,1,0.8321678321678322,3,0.7412587412587414
batch_12,19,2,0.7412587412587414,11,0.16783216783216784,1,0.44755244755244755
batch_12,1,3,0.15384615384615385,2,0.5454545454545455,1,0.7482517482517484
batch_12,200,6,-0.18881118881118883,1,0.7832167832167832,5,0.6993006993006995
batch_12,201,10,0.18181818181818185,1,0.39860139860139865,2,0.7762237762237763
batch_12,202,11,-0.6293706293706295,2,0.5104895104895105,4,0.3216783216783217
batch_12,203,8,-0.39860139860139865,1,0.7062937062937064,7,0.2867132867132868
batch_12,204,1,0.3636363636363637,1,0.6713286713286714,5,0.6363636363636365
batch_12,205,2,-0.06993006993006995,1,0.7132867132867133,2,0.46153846153846156
batch_12,206,4,0.5524475524475525,4,0.5524475524475525,2,0.4755244755244756
batch_12,207,2,0.2377622377622378,2,0.9440559440559443,1,0.5314685314685316
batch_12,208,4,-0.22377622377622378,1,0.6293706293706295,3,0.6503496503496504
batch_12,209,10,-0.4825174825174825,3,0.3846153846153847,3,0.7202797202797203
batch_12,20,2,0.06993006993006995,1,0.6013986013986015,2,0.5314685314685316
batch_12,210,2,0.23076923076923078,1,0.5244755244755246,5,0.6853146853146854
batch_12,211,5,0.6363636363636365,3,0.5804195804195805,3,0.4545454545454546
batch_12,212,6,-0.37762237762237766,2,0.18181818181818185,3,0.5874125874125874
batch_12,213,3,0.18881118881118883,1,0.9160839160839163,4,0.7062937062937064
batch_12,214,7,0.06993006993006995,1,0.6083916083916086,4,0.7832167832167832
batch_12,215,6,-0.5034965034965035,1,0.6923076923076924,4,0.7412587412587414
batch_12,216,8,0.034965034965034975,1,0.8741258741258742,2,0.5454545454545455
batch_12,217,7,-0.46153846153846156,2,0.9230769230769231,2,0.6223776223776225
batch_12,218,6,-0.17482517482517487,2,0.4825174825174825,4,0.8041958041958043
batch_12,219,1,0.8391608391608393,4,0.6083916083916086,1,0.3426573426573427
batch_12,21,6,0.5104895104895105,2,0.8111888111888113,7,-0.0979020979020979
batch_12,220,3,0.8601398601398602,1,0.6993006993006995,12,-0.17482517482517487
batch_12,221,10,-0.4755244755244756,2,0.7972027972027973,3,0.7972027972027973
batch_12,222,4,0.0,1,0.9300699300699302,5,0.7552447552447553
batch_12,223,4,0.4265734265734266,1,0.7762237762237763,2,0.7902097902097903
batch_12,224,3,0.2797202797202798,5,0.3426573426573427,1,0.5874125874125874
batch_12,225,2,0.8111888111888113,9,0.1958041958041958,5,0.5664335664335665
batch_12,226,1,-0.04195804195804196,2,0.8321678321678322,1,0.5664335664335665
batch_12,227,12,-0.2377622377622378,3,0.3846153846153847,2,0.5384615384615385
batch_12,228,1,-0.027972027972027972,1,0.7342657342657343,1,0.6713286713286714
batch_12,229,5,0.04195804195804196,3,0.3846153846153847,4,0.7482517482517484
batch_12,22,10,-0.7342657342657343,4,0.6293706293706295,1,0.6083916083916086
batch_12,230,2,0.32867132867132864,3,0.6573426573426573,3,0.9090909090909092
batch_12,231,4,0.3636363636363637,2,0.6433566433566434,2,0.5034965034965035
batch_12,232,4,0.25874125874125875,2,0.6643356643356644,4,0.6363636363636365
batch_12,233,3,0.5454545454545455,2,0.4545454545454546,1,0.4895104895104896
batch_12,234,1,0.18181818181818185,5,0.3846153846153847,1,0.7622377622377624
batch_12,235,6,0.46153846153846156,1,0.6363636363636365,4,0.6363636363636365
batch_12,236,6,0.006993006993006993,1,0.7482517482517484,5,0.5034965034965035
batch_12,237,7,0.11188811188811189,4,0.7552447552447553,4,0.2937062937062937
batch_12,238,4,0.23076923076923078,3,0.7272727272727274,1,0.5734265734265735
batch_12,239,1,0.20979020979020982,3,0.6783216783216784,3,0.8111888111888113
batch_12,23,5,-0.1958041958041958,1,0.6573426573426573,3,0.5314685314685316
batch_12,240,8,0.08391608391608392,2,0.6153846153846154,2,0.3636363636363637
batch_12,241,7,-0.09090909090909093,1,0.8601398601398602,3,0.7272727272727274
batch_12,242,3,0.11188811188811189,2,0.6503496503496504,5,0.6783216783216784
batch_12,243,6,-0.4265734265734266,8,0.5174825174825175,1,0.8041958041958043
batch_12,244,8,0.1328671328671329,3,0.8251748251748254,2,0.34965034965034975
batch_12,245,5,0.2867132867132868,1,0.7272727272727274,2,0.6573426573426573
batch_12,246,1,0.21678321678321683,1,0.7482517482517484,4,0.7622377622377624
batch_12,247,5,0.2377622377622378,2,0.49650349650349657,4,0.5384615384615385
batch_12,248,4,-0.14685314685314685,2,0.8741258741258742,1,0.8041958041958043
batch_12,249,1,0.9160839160839163,8,-0.3216783216783217,8,-0.16083916083916086
batch_12,24,11,-0.04895104895104895,2,0.5944055944055945,2,0.6503496503496504
batch_12,25,9,-0.2657342657342658,1,0.965034965034965,6,0.7202797202797203
batch_12,26,4,0.17482517482517487,1,0.9020979020979022,2,0.5244755244755246
batch_12,27,7,0.3216783216783217,1,0.5384615384615385,5,0.8951048951048951
batch_12,28,3,0.006993006993006993,3,0.8111888111888113,2,0.6573426573426573
batch_12,29,7,0.6293706293706295,1,0.3706293706293707,5,-0.06993006993006995
batch_12,2,1,0.30069930069930073,1,0.8881118881118882,4,0.8391608391608393
batch_12,30,4,0.43356643356643365,1,0.6503496503496504,3,0.4125874125874127
batch_12,31,7,0.06993006993006995,5,0.5034965034965035,1,0.7412587412587414
batch_12,32,4,0.37762237762237766,3,0.5384615384615385,5,0.5244755244755246
batch_12,33,12,-0.5034965034965035,2,0.8741258741258742,3,0.2797202797202798
batch_12,34,3,0.4755244755244756,2,0.6293706293706295,6,0.006993006993006993
batch_12,35,11,0.2377622377622378,1,0.6293706293706295,4,0.7062937062937064
batch_12,36,8,-0.027972027972027972,1,0.7762237762237763,2,0.8461538461538463
batch_12,37,5,0.4685314685314686,1,0.6853146853146854,3,0.7622377622377624
batch_12,38,2,0.35664335664335667,1,0.7552447552447553,5,0.7342657342657343
batch_12,39,2,0.2867132867132868,8,0.5804195804195805,2,0.3076923076923077
batch_12,3,2,0.6153846153846154,1,0.3706293706293707,6,-0.23076923076923078
batch_12,40,2,0.18181818181818185,3,0.6783216783216784,3,0.6923076923076924
batch_12,41,3,0.39860139860139865,3,0.5664335664335665,2,0.6433566433566434
batch_12,42,1,0.43356643356643365,1,0.8321678321678322,1,0.6783216783216784
batch_12,43,1,0.08391608391608392,5,0.7832167832167832,1,0.6433566433566434
batch_12,44,9,0.15384615384615385,2,0.5804195804195805,5,0.16783216783216784
batch_12,45,6,0.06993006993006995,1,0.6293706293706295,6,0.6503496503496504
batch_12,46,6,-0.2657342657342658,3,0.7062937062937064,1,0.5244755244755246
batch_12,47,12,-0.4265734265734266,1,0.6223776223776225,3,0.5944055944055945
batch_12,48,4,0.9160839160839163,1,0.5944055944055945,10,0.09090909090909093
batch_12,49,4,0.04895104895104895,1,0.8251748251748254,7,0.2517482517482518
batch_12,4,9,-0.14685314685314685,1,0.44755244755244755,7,0.5594405594405596
batch_12,50,4,0.49650349650349657,2,0.8741258741258742,2,0.16783216783216784
batch_12,51,3,-0.006993006993006993,1,0.4685314685314686,2,0.7412587412587414
batch_12,52,2,0.5174825174825175,2,0.7902097902097903,8,0.5874125874125874
batch_12,53,6,-0.0979020979020979,1,0.9090909090909092,6,0.8111888111888113
batch_12,54,5,0.2517482517482518,4,0.4545454545454546,1,0.4125874125874127
batch_12,55,10,0.07692307692307693,1,0.8391608391608393,1,0.6643356643356644
batch_12,56,4,0.3636363636363637,2,0.6153846153846154,1,0.7342657342657343
batch_12,57,8,0.1328671328671329,1,0.37762237762237766,7,0.5594405594405596
batch_12,58,3,-0.3076923076923077,1,0.3216783216783217,3,0.7552447552447553
batch_12,59,5,0.1958041958041958,1,0.8951048951048951,2,0.8741258741258742
batch_12,5,7,0.7132867132867133,2,0.5034965034965035,11,-0.1328671328671329
batch_12,60,8,-0.32867132867132864,2,0.8671328671328673,2,0.3706293706293707
batch_12,61,5,-0.1328671328671329,3,0.7972027972027973,1,0.8951048951048951
batch_12,62,8,0.4545454545454546,3,0.7062937062937064,3,0.4125874125874127
batch_12,63,3,0.013986013986013986,3,0.7202797202797203,2,0.5174825174825175
batch_12,64,8,-0.013986013986013986,3,0.5034965034965035,3,0.5524475524475525
batch_12,65,10,-0.4265734265734266,1,0.7552447552447553,5,0.3216783216783217
batch_12,66,5,0.8251748251748254,7,0.23076923076923078,3,0.22377622377622378
batch_12,67,9,0.20979020979020982,1,0.7482517482517484,2,0.6013986013986015
batch_12,68,6,0.5944055944055945,2,0.4125874125874127,2,0.7132867132867133
batch_12,69,7,0.11188811188811189,2,0.6923076923076924,3,0.4055944055944056
batch_12,6,9,-0.16783216783216784,3,0.7972027972027973,2,0.06293706293706294
batch_12,70,6,0.027972027972027972,5,0.6153846153846154,1,0.6503496503496504
batch_12,71,5,-0.15384615384615385,2,0.7552447552447553,7,0.4825174825174825
batch_12,72,5,0.2377622377622378,6,0.4265734265734266,1,0.5244755244755246
batch_12,73,7,0.1188811188811189,1,0.6853146853146854,3,0.8811188811188813
batch_12,74,5,-0.4685314685314686,4,0.5314685314685316,1,0.3706293706293707
batch_12,75,4,0.43356643356643365,1,0.7342657342657343,3,0.6783216783216784
batch_12,76,8,0.1188811188811189,1,0.3356643356643357,2,0.7762237762237763
batch_12,77,5,0.02097902097902098,3,0.49650349650349657,1,0.4545454545454546
batch_12,78,12,-0.44055944055944063,1,0.8321678321678322,3,0.8321678321678322
batch_12,79,4,-0.30069930069930073,4,0.6013986013986015,1,0.8041958041958043
batch_12,7,12,-0.39860139860139865,4,0.7342657342657343,2,0.6433566433566434
batch_12,80,11,0.15384615384615385,2,0.8741258741258742,1,0.8391608391608393
batch_12,81,10,-0.16083916083916086,1,0.6643356643356644,2,0.7622377622377624
batch_12,82,1,0.3216783216783217,2,0.7482517482517484,1,0.7202797202797203
batch_12,83,5,0.0,1,0.7902097902097903,3,0.4895104895104896
batch_12,84,3,0.17482517482517487,2,0.6013986013986015,2,0.6923076923076924
batch_12,85,4,0.31468531468531474,4,0.41958041958041964,2,0.8671328671328673
batch_12,86,2,0.46153846153846156,2,0.7622377622377624,7,0.27272727272727276
batch_12,87,3,0.22377622377622378,5,0.6923076923076924,1,0.4895104895104896
batch_12,88,10,0.034965034965034975,1,0.5594405594405596,8,0.4055944055944056
batch_12,89,4,0.16783216783216784,2,0.6783216783216784,2,0.8671328671328673
batch_12,8,3,0.39860139860139865,3,0.5944055944055945,2,0.5734265734265735
batch_12,90,3,-0.11188811188811189,1,0.8321678321678322,3,0.6293706293706295
batch_12,91,8,0.4545454545454546,5,0.08391608391608392,6,0.6923076923076924
batch_12,92,12,0.02097902097902098,3,0.10489510489510491,4,0.7062937062937064
batch_12,93,7,0.02097902097902098,3,0.3216783216783217,4,0.6573426573426573
batch_12,94,3,0.5944055944055945,6,0.2657342657342658,1,0.8951048951048951
batch_12,95,2,0.1958041958041958,3,0.8811188811188813,1,0.6153846153846154
batch_12,96,4,-0.2517482517482518,3,0.2797202797202798,6,0.5034965034965035
batch_12,97,6,0.18181818181818185,5,0.5664335664335665,1,0.8321678321678322
batch_12,98,5,-0.39860139860139865,3,0.7202797202797203,1,0.6643356643356644
batch_12,99,3,-0.02097902097902098,1,0.7272727272727274,4,0.6993006993006995
batch_12,9,2,0.2447552447552448,4,0.6503496503496504,2,0.5734265734265735
batch_13,0,9,-0.04895104895104895,1,0.7832167832167832,3,0.49650349650349657
batch_13,100,1,0.3636363636363637,1,0.5384615384615385,4,0.41958041958041964
batch_13,101,1,-0.006993006993006993,1,0.6363636363636365,5,0.34965034965034975
batch_13,102,6,0.7762237762237763,3,0.7272727272727274,1,0.4825174825174825
batch_13,103,4,0.1258741258741259,2,0.8531468531468532,2,0.9020979020979022
batch_13,104,2,0.7272727272727274,4,-0.013986013986013986,6,0.7832167832167832
batch_13,105,5,-0.18881118881118883,5,0.2657342657342658,2,0.8741258741258742
batch_13,106,2,0.1398601398601399,1,0.7972027972027973,5,0.6643356643356644
batch_13,107,8,0.4895104895104896,1,0.7972027972027973,4,0.3076923076923077
batch_13,108,4,0.3356643356643357,2,0.4895104895104896,5,0.6223776223776225
batch_13,109,12,-0.2517482517482518,1,0.7832167832167832,6,0.7622377622377624
batch_13,10,11,0.25874125874125875,2,0.7622377622377624,2,0.4825174825174825
batch_13,110,10,-0.0979020979020979,1,0.8811188811188813,4,0.7972027972027973
batch_13,111,2,0.20979020979020982,1,0.7132867132867133,9,-0.3356643356643357
batch_13,112,8,0.1958041958041958,1,0.46153846153846156,2,0.9160839160839163
batch_13,113,8,0.08391608391608392,1,0.7972027972027973,3,0.35664335664335667
batch_13,114,11,0.10489510489510491,2,0.8461538461538463,1,0.5734265734265735
batch_13,115,3,0.027972027972027972,1,0.6363636363636365,4,0.46153846153846156
batch_13,116,11,-0.0979020979020979,1,0.7972027972027973,5,0.7552447552447553
batch_13,117,3,0.44055944055944063,2,0.6923076923076924,5,0.5674264393540605
batch_13,118,3,0.7832167832167832,1,0.08391608391608392,8,-0.10489510489510491
batch_13,119,8,-0.09090909090909093,2,0.7902097902097903,3,0.4125874125874127
batch_13,11,5,0.7762237762237763,2,0.2517482517482518,11,-0.41958041958041964
batch_13,120,11,-0.2867132867132868,3,0.6433566433566434,4,0.7132867132867133
batch_13,121,2,0.06293706293706294,1,0.8111888111888113,6,0.6363636363636365
batch_13,122,7,0.06993006993006995,7,0.18881118881118883,2,0.5314685314685316
batch_13,123,6,0.5104895104895105,3,0.2867132867132868,5,0.4755244755244756
batch_13,124,8,0.23076923076923078,2,0.5384615384615385,3,0.49650349650349657
batch_13,125,12,0.1258741258741259,2,0.6223776223776225,1,0.9020979020979022
batch_13,126,7,-0.4125874125874127,1,0.6993006993006995,2,0.8881118881118882
batch_13,127,12,-0.4125874125874127,3,0.7972027972027973,1,0.6923076923076924
batch_13,128,3,0.027972027972027972,1,0.8041958041958043,4,0.6433566433566434
batch_13,129,2,0.32867132867132864,1,0.8881118881118882,5,0.6013986013986015
batch_13,12,2,0.4265734265734266,5,0.49650349650349657,3,0.27272727272727276
batch_13,130,12,-0.2517482517482518,2,0.8741258741258742,3,0.6363636363636365
batch_13,131,9,-0.31468531468531474,1,0.6643356643356644,9,0.30069930069930073
batch_13,132,6,0.06993006993006995,2,0.49650349650349657,3,0.6503496503496504
batch_13,133,4,0.1188811188811189,1,0.7622377622377624,4,0.6643356643356644
batch_13,134,7,0.06993006993006995,1,0.6783216783216784,4,0.7412587412587414
batch_13,135,5,-0.04195804195804196,2,0.5384615384615385,8,0.49650349650349657
batch_13,136,11,-0.30069930069930073,1,0.5594405594405596,3,0.7272727272727274
batch_13,137,4,0.2377622377622378,4,0.6783216783216784,4,0.49650349650349657
batch_13,138,3,0.44055944055944063,2,0.3356643356643357,8,0.16783216783216784
batch_13,139,9,-0.7342657342657343,2,0.8041958041958043,1,0.5734265734265735
batch_13,13,4,0.08391608391608392,1,0.9580419580419581,12,0.37762237762237766
batch_13,140,5,0.20979020979020982,2,0.6153846153846154,4,0.6573426573426573
batch_13,141,7,0.7412587412587414,3,0.4825174825174825,2,-0.1258741258741259
batch_13,142,5,-0.3076923076923077,4,0.6503496503496504,2,0.7132867132867133
batch_13,143,12,-0.4545454545454546,3,0.8811188811188813,1,0.7202797202797203
batch_13,144,7,-0.43356643356643365,2,0.9090909090909092,1,0.6643356643356644
batch_13,145,2,0.8461538461538463,7,0.49650349650349657,1,-0.055944055944055944
batch_13,146,10,-0.6573426573426573,4,0.6783216783216784,1,0.5804195804195805
batch_13,147,12,-0.1398601398601399,1,0.6503496503496504,4,0.8531468531468532
batch_13,148,11,-0.4265734265734266,1,0.5944055944055945,4,0.8461538461538463
batch_13,149,1,0.1398601398601399,2,0.3916083916083916,2,0.6503496503496504
batch_13,14,12,-0.2797202797202798,1,0.8741258741258742,4,0.8251748251748254
batch_13,150,4,0.055944055944055944,3,0.7062937062937064,4,0.6013986013986015
batch_13,151,8,-0.18181818181818185,1,0.8601398601398602,4,0.7342657342657343
batch_13,152,6,0.27272727272727276,1,0.9370629370629372,3,0.6433566433566434
batch_13,153,7,0.055944055944055944,3,0.8181818181818183,1,0.6853146853146854
batch_13,154,9,0.3426573426573427,3,0.8531468531468532,2,0.6573426573426573
batch_13,155,9,0.31468531468531474,1,0.8111888111888113,1,0.5174825174825175
batch_13,156,6,0.44055944055944063,3,0.7622377622377624,2,0.6223776223776225
batch_13,157,4,0.3426573426573427,2,0.6433566433566434,3,0.5384615384615385
batch_13,158,11,-0.4755244755244756,2,0.5664335664335665,5,0.5244755244755246
batch_13,159,5,0.09090909090909093,1,0.8041958041958043,1,0.8671328671328673
batch_13,15,1,-0.1328671328671329,1,0.8321678321678322,4,0.9020979020979022
batch_13,160,8,-0.06293706293706294,1,0.9160839160839163,2,0.6433566433566434
batch_13,161,6,-0.04195804195804196,1,0.9370629370629372,1,0.3636363636363637
batch_13,162,2,0.4055944055944056,1,0.8881118881118882,3,0.3537658665108649
batch_13,163,4,0.5034965034965035,3,0.8951048951048951,3,0.5664335664335665
batch_13,164,11,-0.5594405594405596,3,0.7342657342657343,2,0.7552447552447553
batch_13,165,6,-0.1258741258741259,4,0.15384615384615385,2,0.5174825174825175
batch_13,166,6,0.46153846153846156,1,0.5944055944055945,3,0.6363636363636365
batch_13,167,12,-0.35664335664335667,1,0.6433566433566434,4,0.7832167832167832
batch_13,168,2,-0.006993006993006993,1,0.9160839160839163,2,0.4265734265734266
batch_13,169,1,0.3706293706293707,6,0.23076923076923078,2,0.7622377622377624
batch_13,16,1,0.5034965034965035,5,0.4685314685314686,2,0.9370629370629372
batch_13,170,2,0.8111888111888113,5,0.6223776223776225,1,0.18181818181818185
batch_13,171,6,0.06993006993006995,3,0.3636363636363637,3,0.43356643356643365
batch_13,172,10,-0.5454545454545455,1,0.6083916083916086,8,0.6923076923076924
batch_13,173,7,-0.17482517482517487,2,0.9160839160839163,2,0.5104895104895105
batch_13,174,10,0.04895104895104895,4,0.3076923076923077,1,0.8531468531468532
batch_13,175,10,-0.20979020979020982,2,0.8741258741258742,2,0.46153846153846156
batch_13,176,7,0.5174825174825175,2,0.37762237762237766,5,0.04895104895104895
batch_13,177,1,0.3356643356643357,3,0.7132867132867133,4,0.6433566433566434
batch_13,178,11,-0.5524475524475525,3,0.8601398601398602,2,0.43356643356643365
batch_13,179,5,0.7832167832167832,3,0.5454545454545455,2,0.17482517482517487
batch_13,17,7,-0.08391608391608392,5,0.5944055944055945,4,0.5944055944055945
batch_13,180,6,0.4265734265734266,2,0.8181818181818183,1,0.6713286713286714
batch_13,181,11,-0.6013986013986015,3,0.6573426573426573,3,0.6153846153846154
batch_13,182,11,-0.7132867132867133,1,0.7272727272727274,4,0.5454545454545455
batch_13,183,2,0.14685314685314685,2,0.7412587412587414,2,0.8391608391608393
batch_13,184,4,0.1258741258741259,1,0.7272727272727274,3,0.6573426573426573
batch_13,185,5,0.7482517482517484,6,0.5664335664335665,2,0.4265734265734266
batch_13,186,3,0.04895104895104895,1,0.6713286713286714,4,0.5314685314685316
batch_13,187,6,-0.034965034965034975,6,0.7132867132867133,1,0.17482517482517487
batch_13,188,1,0.027972027972027972,3,0.7062937062937064,3,0.5384615384615385
batch_13,189,4,-0.3216783216783217,1,0.8041958041958043,5,0.8111888111888113
batch_13,18,1,0.7202797202797203,3,0.6223776223776225,3,0.23076923076923078
batch_13,190,1,0.2377622377622378,5,0.16083916083916086,1,0.7482517482517484
batch_13,191,8,-0.22377622377622378,3,0.6573426573426573,5,0.6013986013986015
batch_13,192,11,-0.21678321678321683,2,0.7622377622377624,1,0.9020979020979022
batch_13,193,11,0.06993006993006995,1,0.5594405594405596,1,0.7762237762237763
batch_13,194,3,-0.1958041958041958,1,0.7202797202797203,3,0.7062937062937064
batch_13,195,9,0.30069930069930073,3,0.3076923076923077,1,0.8531468531468532
batch_13,196,1,0.3356643356643357,1,0.8531468531468532,7,0.09090909090909093
batch_13,197,1,-0.055944055944055944,1,0.8251748251748254,8,0.41958041958041964
batch_13,198,3,0.4125874125874127,5,0.46153846153846156,1,0.39860139860139865
batch_13,199,4,0.22377622377622378,1,0.6223776223776225,2,0.8391608391608393
batch_13,19,1,0.6643356643356644,2,0.7832167832167832,2,0.7342657342657343
batch_13,1,1,0.37762237762237766,1,0.5804195804195805,4,0.49650349650349657
batch_13,200,6,0.2517482517482518,1,0.8391608391608393,2,0.7132867132867133
batch_13,201,5,0.16083916083916086,1,0.4895104895104896,5,0.7412587412587414
batch_13,202,2,0.2797202797202798,2,0.8111888111888113,2,0.4545454545454546
batch_13,203,9,0.2027972027972028,3,0.6993006993006995,2,0.7552447552447553
batch_13,204,1,0.6923076923076924,5,0.5104895104895105,3,0.6153846153846154
batch_13,205,5,0.055944055944055944,2,0.7622377622377624,4,0.6223776223776225
batch_13,206,4,0.0,1,0.7272727272727274,2,0.7762237762237763
batch_13,207,7,0.034965034965034975,2,0.7202797202797203,1,0.6853146853146854
batch_13,208,7,0.4895104895104896,2,0.8181818181818183,1,0.6293706293706295
batch_13,209,3,0.055944055944055944,1,0.7832167832167832,6,0.5594405594405596
batch_13,20,8,-0.08391608391608392,2,0.7272727272727274,1,0.6643356643356644
batch_13,210,10,-0.5244755244755246,1,0.8111888111888113,2,0.6013986013986015
batch_13,211,9,0.21678321678321683,1,0.7412587412587414,2,0.6013986013986015
batch_13,212,12,-0.34965034965034975,3,0.7902097902097903,1,0.34965034965034975
batch_13,213,1,0.2657342657342658,2,0.9300699300699302,4,0.6503496503496504
batch_13,214,6,-0.27272727272727276,2,0.5594405594405596,1,0.8531468531468532
batch_13,215,2,0.8461538461538463,2,0.6223776223776225,4,0.6293706293706295
batch_13,216,3,0.8251748251748254,1,0.6713286713286714,7,0.2377622377622378
batch_13,217,3,-0.027972027972027972,2,0.5034965034965035,3,0.6713286713286714
batch_13,218,6,-0.07692307692307693,1,0.3846153846153847,4,0.7342657342657343
batch_13,219,8,-0.5384615384615385,1,0.6433566433566434,4,0.4825174825174825
batch_13,21,1,0.6293706293706295,2,0.6923076923076924,4,0.2937062937062937
batch_13,220,11,-0.4825174825174825,3,0.8321678321678322,1,0.4685314685314686
batch_13,221,12,-0.16083916083916086,1,0.5174825174825175,7,0.5734265734265735
batch_13,222,1,0.8321678321678322,6,0.44755244755244755,3,0.5454545454545455
batch_13,223,4,0.3916083916083916,1,0.6713286713286714,1,0.8531468531468532
batch_13,224,3,0.7132867132867133,2,0.3706293706293707,1,0.43356643356643365
batch_13,225,10,-0.16083916083916086,2,0.7412587412587414,6,0.39860139860139865
batch_13,226,11,-0.3916083916083916,1,0.7272727272727274,3,0.6013986013986015
batch_13,227,5,0.4825174825174825,2,0.7202797202797203,1,0.9510489510489512
batch_13,228,4,-0.006993006993006993,3,0.8251748251748254,2,0.11188811188811189
batch_13,229,12,-0.4545454545454546,1,0.4825174825174825,6,0.7552447552447553
batch_13,22,3,0.5874125874125874,3,0.9370629370629372,1,0.9720279720279721
batch_13,230,3,0.30069930069930073,2,0.9090909090909092,1,0.7482517482517484
